index,0,1,2,3,4
0,0.0015811261255294085,0.9495209455490112,0.03271808475255966,0.007404780481010675,0.008775055408477783
1,0.0037599324714392424,0.9860132336616516,0.0012742630206048489,0.0018574565183371305,0.007095059845596552
2,0.9986621141433716,0.0005405467818491161,0.00015383488789666444,0.0001421301276423037,0.0005014222115278244
3,0.0020600806456059217,0.0320354662835598,0.9631298184394836,0.000627198547590524,0.002147441264241934
4,0.9839709997177124,0.0045446669682860374,0.002014013472944498,0.0043651144951581955,0.005105136428028345
5,0.0004514798638410866,0.00034604495158419013,0.0004370982351247221,0.9982762336730957,0.000489177939016372
6,0.01554371602833271,0.012058642692863941,0.08717372268438339,0.8760122060775757,0.009211686439812183
7,0.9868097305297852,0.002478316891938448,0.0013236596714705229,0.0010354092810302973,0.008352850563824177
8,0.999062716960907,0.0002561930741649121,0.0003259777440689504,0.00013497711915988475,0.0002201922470703721
9,0.44183507561683655,0.4826304316520691,0.011722655035555363,0.044578902423381805,0.019232887774705887
10,0.00010524903336772695,0.00015118549345061183,0.0001295241090701893,0.999464213848114,0.00014978297986090183
11,0.02436317317187786,0.0017544046277180314,0.0030922205187380314,0.0005949882906861603,0.9701951742172241
12,0.0007087859557941556,0.997336208820343,0.0006116071599535644,0.00046362020657397807,0.0008798008784651756
13,0.022700566798448563,0.2078440636396408,0.7325347661972046,0.003398110391572118,0.033522479236125946
14,0.00011288793757557869,0.00037256497307680547,0.9991660118103027,8.201097080018371e-05,0.0002665235078893602
15,0.8394638299942017,0.004494220484048128,0.003084070747718215,0.12624552845954895,0.0267123281955719
16,0.08607959002256393,0.06410565972328186,0.7730742692947388,0.008012627251446247,0.06872785091400146
17,0.000617936544585973,0.0013616146752610803,0.9948641061782837,0.00048538102419115603,0.0026709516532719135
18,0.00017174062668345869,0.0009502277825959027,0.00179544766433537,0.9965227246284485,0.000559871201403439
19,0.005496202036738396,0.26784929633140564,0.061349451541900635,0.005365407094359398,0.6599396467208862
20,0.0007256054086610675,0.016071991994976997,0.978105366230011,0.001185232657007873,0.00391180906444788
21,0.0004703019803855568,0.9960422515869141,0.0011669571977108717,0.00029746099608018994,0.0020230100490152836
22,0.2243109941482544,0.0037359956186264753,0.003955224063247442,0.0013414002023637295,0.7666563391685486
23,0.02834216132760048,0.00496275257319212,0.0026648384518921375,0.010449474677443504,0.9535807371139526
24,0.000994691625237465,0.007930638268589973,0.07208486646413803,0.9159148931503296,0.003074935171753168
25,0.0002505212614778429,0.0005738268373534083,0.0005952661158517003,0.9980158805847168,0.0005645211203955114
26,9.834401862462983e-05,8.498212264385074e-05,0.00012928558862768114,0.9994916915893555,0.00019565224647521973
27,0.00039119768189266324,0.00599755859002471,0.9912949800491333,0.00021875773381907493,0.002097542630508542
28,0.9992067217826843,0.0001830866385716945,0.00019593557226471603,0.00015141163021326065,0.0002628395741339773
29,0.9666613340377808,0.0045341504737734795,0.023876041173934937,0.001045313896611333,0.003883106168359518
30,0.00010086272232001647,0.00013984416727907956,0.00019768431957345456,0.999245822429657,0.0003157231258228421
31,0.0016138500068336725,0.08124770224094391,0.9058351516723633,0.007030679378658533,0.004272592253983021
32,0.00026350392727181315,0.0009314700146205723,0.001098232576623559,0.9968992471694946,0.0008075874065980315
33,0.9719457626342773,0.002491008024662733,0.0027293465100228786,0.01407625712454319,0.008757648058235645
34,0.05024346709251404,0.00944178830832243,0.09231813251972198,0.8399423360824585,0.008054180070757866
35,0.0010430484544485807,0.9962356686592102,0.0006176817114464939,0.000603614142164588,0.0014999721897765994
36,7.810435636201873e-05,0.00010236194066237658,9.968761878553778e-05,0.9993904829025269,0.0003293100162409246
37,0.0006351879565045238,0.0008150831563398242,0.0025250562466681004,0.00030789425363764167,0.9957167506217957
38,0.0007172412006184459,0.0006385593442246318,0.000894355121999979,0.0002516098029445857,0.9974982142448425
39,0.015796294435858727,0.0009109680540859699,0.0009831690695136786,0.0004378032754175365,0.9818717837333679
