index,0,1,2,3,4
0,0.010441816,0.9288837,0.043605626,0.015788522,0.0012803663
1,0.007977005,0.9590389,0.0006854219,0.0031447187,0.02915395
2,0.9982992,0.00021199293,8.740014e-05,6.969636e-05,0.001331746
3,0.00038894376,0.0153306825,0.97548306,0.0002845671,0.008512729
4,0.96963084,0.0026050634,0.0103164995,0.0040769693,0.013370686
5,0.011916932,0.0024582588,0.008191571,0.97445744,0.0029758152
6,0.13734534,0.02251444,0.16454247,0.57994616,0.09565161
7,0.99289,0.0035141518,0.00047848394,0.00074855157,0.0023688402
8,0.9950494,0.0018609073,0.0018890238,0.00011390012,0.0010867736
9,0.64983666,0.05753663,0.015943563,0.2558823,0.020800902
10,5.595813e-05,8.632986e-05,9.4185925e-05,0.9996549,0.00010859225
11,0.012331202,0.0003369694,0.00030980245,0.00012501724,0.98689705
12,0.0005308207,0.999283,6.266295e-05,4.07452e-05,8.280034e-05
13,0.04564619,0.31421086,0.37465087,0.0034795206,0.26201257
14,3.9338793e-05,0.0019411555,0.99750036,2.704884e-05,0.00049214356
15,0.32508007,0.0034078832,0.002768409,0.42784154,0.24090214
16,0.0073920977,0.024281368,0.9312257,0.006040774,0.031060088
17,0.00036978238,0.0013513739,0.99583226,0.00030744105,0.0021391355
18,0.001892026,0.0017121877,0.26245394,0.73243195,0.0015099142
19,0.002692698,0.2582844,0.2125716,0.0111443475,0.51530695
20,0.0026739629,0.05209864,0.9430886,0.0009592249,0.0011795433
21,0.00016744462,0.9990989,0.00030308217,9.179549e-05,0.00033878608
22,0.2673272,0.0009155372,0.0021771968,0.0002273174,0.7293528
23,0.8347726,0.0029113798,0.0025608554,0.009757758,0.14999738
24,0.00026951675,0.00047337494,0.011517347,0.9867285,0.0010112851
25,0.00044203192,0.00013489848,0.00010340274,0.99922955,9.014467e-05
26,0.00015293864,0.00010049588,7.573163e-05,0.99946135,0.00020953773
27,0.0006798611,0.019514563,0.97684574,0.00022886547,0.0027309225
28,0.99980503,2.935261e-05,2.0036088e-05,4.03341e-05,0.00010531241
29,0.936956,0.0049306583,0.055575892,0.0010673924,0.0014700817
30,3.231328e-05,9.362445e-05,5.1369138e-05,0.9997954,2.7327407e-05
31,0.0046323086,0.084826425,0.88281816,0.024944756,0.002778296
32,0.0003766012,0.0015011954,0.00052096834,0.9972475,0.0003537377
33,0.9904828,0.001010035,0.00080078247,0.0013830647,0.0063232523
34,0.007820588,0.01704308,0.060462132,0.91223514,0.0024390311
35,0.0013346778,0.9977793,0.00021551926,0.00045076292,0.00021973731
36,4.261006e-05,1.464158e-05,4.7347916e-05,0.9996282,0.00026721397
37,0.0012663668,0.002206948,0.0029102599,0.0001789975,0.99343735
38,0.00032016446,3.0202433e-05,0.00011804224,5.7066205e-05,0.9994746
39,0.0029483652,0.00027760846,0.00024858973,0.00017636058,0.9963491
40,0.16811804,0.15973383,0.22621138,0.16187346,0.28406325
41,0.011440652,0.97684973,0.0023164218,0.0038754256,0.005517806
42,5.1223014e-05,0.0007250022,0.99858236,0.00013599977,0.0005054267
43,0.9908545,0.0036287475,0.0006781394,0.0007125428,0.004126059
44,0.03122239,0.9239841,0.00023157777,0.012195101,0.032366805
45,0.00085635594,0.004425875,0.99224323,5.9918235e-05,0.0024145541
